Shipment_ID,Tracking_Code,Carrier_Name,Origin_Facility,Destination_Facility,Cargo_Type,Cargo_Value_USD,Route_Distance_KM,Route_Type,Ambient_Avg_Temp_C,Ambient_Peak_Temp_C,Reefer_Set_Point_C,Reefer_Internal_Temp_C,Reefer_Max_Internal_Temp_C,Compressor_Age_Years,Compressor_Run_Hours,Compressor_Vibration_RMS,Door_Open_Events,Door_Open_Total_Mins,Insulation_Seal_Score,Thermal_Excursion_Minutes,Mean_Kinetic_Temp_C,Quality_Degradation_Score,Spoilage_Flag,Predicted_Spoilage_Risk,Risk_Category,Prescriptive_Action
SHP-1182,AB-REEFER-8182,ArcticLogistics Global,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,93215.06,578,Mid Haul,31.84,35.71,4.0,6.04,10.62,4.5,13.25,0.573,5,24,66.8,144,7.78,47.06,0,0.1147,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1183,AB-REEFER-8183,ThermoHaul Freight,AB InBev Brewery - Bengaluru Hub,Kolkata Eastern Terminal,Frozen Foods & Confectionery,34543.69,1300,Cross-Country,28.62,35.9,-20.0,-18.32,-15.4,5.8,33.37,0.86,2,24,83.4,0,-17.21,15.3,0,0.0018,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1184,AB-REEFER-8184,ThermoHaul Freight,AB InBev Brewery - Bengaluru Hub,Hyderabad Metro Depot,Pharma Biologics & Vaccines,246011.0,329,Mid Haul,32.97,35.83,4.0,6.22,14.31,6.8,5.78,0.668,8,108,94.6,148,9.29,96.87,1,0.9844,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1185,AB-REEFER-8185,ThermoHaul Freight,AB InBev Brewery - Bengaluru Hub,Hyderabad Metro Depot,Pharma Biologics & Vaccines,165886.32,725,Long Haul,36.32,40.8,4.0,5.03,8.93,7.0,11.41,0.316,3,40,94.0,47,6.51,5.21,0,0.0021,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1186,AB-REEFER-8186,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,35774.77,935,Long Haul,30.03,34.38,3.5,4.13,9.95,0.7,18.2,0.584,12,67,98.0,95,6.34,39.76,0,0.0308,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1187,AB-REEFER-8187,ColdFleet Express,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,41186.86,1029,Cross-Country,27.08,30.85,3.5,4.9,9.59,7.0,25.35,0.781,2,19,74.2,63,6.68,31.6,0,0.01,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1188,AB-REEFER-8188,PolarTrans Logistics,Maharashtra Distribution Center,Hyderabad Metro Depot,Fresh Dairy & Perishables,31821.2,1069,Cross-Country,41.62,48.63,2.5,4.14,9.15,1.5,17.78,0.943,3,27,79.5,127,6.04,48.49,0,0.0726,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1189,AB-REEFER-8189,ThermoHaul Freight,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,272293.52,540,Mid Haul,33.1,39.38,4.0,6.18,13.55,6.5,12.11,0.869,12,73,79.6,170,8.98,100.0,1,0.9892,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1190,AB-REEFER-8190,ThermoHaul Freight,Gujarat BioPharma Park,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,25989.96,358,Mid Haul,26.36,29.11,3.5,4.42,8.89,2.6,8.21,0.821,5,24,74.1,21,6.12,15.99,0,0.0023,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1191,AB-REEFER-8191,PolarTrans Logistics,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Fresh Dairy & Perishables,30301.54,183,Short Haul,28.8,33.88,2.5,4.17,6.64,2.6,3.05,0.738,5,21,72.5,28,5.11,4.79,0,0.0045,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1192,AB-REEFER-8192,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,43218.04,549,Mid Haul,36.75,40.23,3.5,5.02,8.92,5.9,9.85,0.718,2,18,85.9,19,6.5,12.52,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1193,AB-REEFER-8193,ThermoHaul Freight,Gujarat BioPharma Park,Delhi NCR Mega Fulfillment,Fresh Dairy & Perishables,32889.82,723,Long Haul,31.43,34.47,2.5,3.58,7.57,4.6,20.35,0.21,3,23,89.9,49,5.1,3.15,0,0.0031,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1194,AB-REEFER-8194,ThermoHaul Freight,AB InBev Brewery - Bengaluru Hub,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,191766.81,735,Long Haul,26.96,29.87,4.0,5.5,8.69,5.6,17.27,0.702,3,24,62.4,13,6.71,14.86,0,0.0036,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1195,AB-REEFER-8195,ThermoHaul Freight,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,28206.45,1130,Cross-Country,33.33,38.68,2.5,4.62,7.64,6.0,24.41,0.455,1,4,73.1,110,5.77,50.08,1,0.8965,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1196,AB-REEFER-8196,PolarTrans Logistics,Haryana Bottling Facility,Hyderabad Metro Depot,Pharma Biologics & Vaccines,90466.37,478,Mid Haul,32.65,38.79,4.0,5.39,11.08,6.9,8.2,0.376,5,48,96.2,72,7.55,43.35,0,0.0058,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1197,AB-REEFER-8197,ArcticLogistics Global,Gujarat BioPharma Park,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,142030.08,570,Mid Haul,28.1,34.7,4.0,4.34,8.65,8.5,11.53,0.656,2,26,88.6,127,5.98,51.36,1,0.706,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1198,AB-REEFER-8198,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Goa Coastal Transit Hub,Frozen Foods & Confectionery,29217.03,1062,Cross-Country,32.57,39.4,-20.0,-17.85,-15.18,6.4,20.4,0.474,2,21,78.5,0,-16.84,7.45,0,0.0016,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1199,AB-REEFER-8199,ThermoHaul Freight,Haryana Bottling Facility,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,26081.99,485,Mid Haul,35.72,38.99,2.5,4.4,8.5,2.2,7.76,0.384,2,17,92.9,142,5.96,36.56,0,0.057,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1200,AB-REEFER-8200,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Goa Coastal Transit Hub,Frozen Foods & Confectionery,39290.77,549,Mid Haul,30.39,34.26,-20.0,-18.85,-15.61,2.9,10.04,0.74,5,30,95.1,0,-17.62,8.03,0,0.0022,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1201,AB-REEFER-8201,ColdFleet Express,Gujarat BioPharma Park,Kolkata Eastern Terminal,Fresh Dairy & Perishables,28987.35,753,Long Haul,39.77,42.34,2.5,4.11,8.37,6.0,20.1,0.669,5,23,67.5,149,5.73,51.71,1,0.737,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1202,AB-REEFER-8202,ArcticLogistics Global,Haryana Bottling Facility,Delhi NCR Mega Fulfillment,Pharma Biologics & Vaccines,228512.55,456,Mid Haul,32.71,40.12,4.0,6.05,9.89,3.3,8.83,0.366,2,26,91.5,43,7.51,5.57,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1203,AB-REEFER-8203,PolarTrans Logistics,Haryana Bottling Facility,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,24388.49,804,Long Haul,35.51,40.96,3.5,5.1,8.12,6.0,16.39,0.434,1,13,91.9,17,6.25,8.46,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1204,AB-REEFER-8204,ThermoHaul Freight,Punjab Regional Cold Hub,Delhi NCR Mega Fulfillment,Pharma Biologics & Vaccines,258945.28,670,Long Haul,36.81,40.56,4.0,5.38,9.28,5.1,11.98,0.711,5,26,97.8,27,6.86,7.04,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1205,AB-REEFER-8205,PolarTrans Logistics,Maharashtra Distribution Center,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,38403.61,758,Long Haul,37.9,42.1,3.5,6.09,10.19,4.1,15.03,0.536,3,13,73.2,63,7.65,32.12,0,0.0109,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1206,AB-REEFER-8206,PolarTrans Logistics,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Fresh Dairy & Perishables,29724.01,1158,Cross-Country,32.04,38.48,2.5,3.14,4.77,3.3,21.81,0.477,1,6,95.4,5,3.76,9.24,0,0.0022,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1207,AB-REEFER-8207,PolarTrans Logistics,AB InBev Brewery - Bengaluru Hub,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,28989.17,369,Mid Haul,40.49,43.17,3.5,4.26,8.25,2.3,8.24,0.591,1,6,70.1,28,5.78,13.15,0,0.0019,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1208,AB-REEFER-8208,ColdFleet Express,Haryana Bottling Facility,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,167397.41,635,Mid Haul,37.18,44.2,4.0,4.51,10.22,6.9,15.79,0.822,3,35,96.4,41,6.68,11.92,0,0.0024,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1209,AB-REEFER-8209,PolarTrans Logistics,Punjab Regional Cold Hub,Hyderabad Metro Depot,Frozen Foods & Confectionery,38306.89,673,Long Haul,36.85,40.83,-20.0,-17.39,-9.77,5.0,13.14,0.693,8,78,94.2,76,-14.49,42.77,0,0.0166,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1210,AB-REEFER-8210,PolarTrans Logistics,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,51972.72,609,Mid Haul,39.43,45.63,3.5,5.85,9.36,7.5,12.78,0.381,3,25,65.6,61,7.18,23.15,0,0.0127,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1211,AB-REEFER-8211,ColdFleet Express,Haryana Bottling Facility,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,32108.94,637,Mid Haul,30.73,33.57,3.5,4.94,10.37,7.7,9.88,0.23,5,40,98.1,67,7.0,25.78,0,0.0052,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1212,AB-REEFER-8212,ColdFleet Express,Maharashtra Distribution Center,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,114498.09,309,Mid Haul,29.83,36.63,4.0,6.01,13.21,7.9,4.98,0.39,5,69,82.3,136,8.75,99.67,1,0.9673,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1213,AB-REEFER-8213,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,25013.21,1151,Cross-Country,28.49,35.79,3.5,5.23,11.79,0.8,15.2,0.853,12,86,73.4,124,7.72,55.13,1,0.9307,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-1214,AB-REEFER-8214,PolarTrans Logistics,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,31781.2,655,Long Haul,37.63,42.68,2.5,3.56,5.17,3.7,12.01,0.193,1,6,83.3,0,4.17,6.09,0,0.0026,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1215,AB-REEFER-8215,ArcticLogistics Global,Maharashtra Distribution Center,Delhi NCR Mega Fulfillment,Pharma Biologics & Vaccines,146948.6,1022,Cross-Country,39.18,42.45,4.0,4.66,7.07,3.2,17.83,0.626,1,11,83.4,5,5.58,13.02,0,0.0017,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1216,AB-REEFER-8216,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,37556.55,977,Long Haul,35.66,40.35,3.5,6.2,13.77,7.1,17.08,0.812,12,70,64.2,130,9.08,55.95,1,0.9847,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-1217,AB-REEFER-8217,ColdFleet Express,Haryana Bottling Facility,Hyderabad Metro Depot,Pharma Biologics & Vaccines,102835.05,512,Mid Haul,26.53,32.06,4.0,4.26,7.61,5.5,10.91,0.21,1,10,96.6,0,5.53,3.23,0,0.0012,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1218,AB-REEFER-8218,ThermoHaul Freight,Haryana Bottling Facility,Delhi NCR Mega Fulfillment,Pasteurized Keg Beer / Premium Lager,51675.38,614,Mid Haul,40.22,44.36,3.5,4.93,10.58,3.9,9.17,0.812,8,62,94.6,69,7.08,29.73,0,0.01,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1219,AB-REEFER-8219,ColdFleet Express,Gujarat BioPharma Park,Hyderabad Metro Depot,Fresh Dairy & Perishables,13712.12,515,Mid Haul,33.96,37.2,2.5,4.85,12.47,7.0,11.52,0.915,12,116,93.4,177,7.75,100.0,1,0.9917,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1220,AB-REEFER-8220,ThermoHaul Freight,Haryana Bottling Facility,Hyderabad Metro Depot,Frozen Foods & Confectionery,41273.09,432,Mid Haul,28.28,31.29,-20.0,-18.08,-14.11,1.4,9.1,0.462,2,11,98.2,0,-16.57,2.75,0,0.0016,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1221,AB-REEFER-8221,ArcticLogistics Global,Haryana Bottling Facility,Mumbai Urban Distribution Center,Frozen Foods & Confectionery,19554.07,435,Mid Haul,34.82,40.35,-20.0,-19.55,-17.46,6.1,7.3,0.434,2,12,87.2,0,-18.76,4.65,0,0.0013,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1222,AB-REEFER-8222,ThermoHaul Freight,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Frozen Foods & Confectionery,41494.51,953,Long Haul,31.19,34.87,-20.0,-17.88,-15.95,3.1,14.65,0.615,2,11,76.9,5,-17.15,9.89,0,0.0016,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1223,AB-REEFER-8223,ThermoHaul Freight,Haryana Bottling Facility,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,13973.57,558,Mid Haul,36.01,40.99,2.5,3.54,7.34,2.7,12.24,0.797,3,29,86.0,61,4.98,45.22,0,0.0351,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1224,AB-REEFER-8224,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,43440.75,486,Mid Haul,35.09,42.48,3.5,4.83,6.54,2.7,9.27,0.366,1,6,87.3,0,5.48,11.78,0,0.0012,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1225,AB-REEFER-8225,PolarTrans Logistics,Haryana Bottling Facility,Hyderabad Metro Depot,Pharma Biologics & Vaccines,133246.01,826,Long Haul,41.8,47.1,4.0,5.71,8.24,6.1,17.55,0.288,2,22,76.4,12,6.67,8.51,0,0.0016,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1226,AB-REEFER-8226,ColdFleet Express,Punjab Regional Cold Hub,Hyderabad Metro Depot,Fresh Dairy & Perishables,26681.96,780,Long Haul,34.22,38.54,2.5,4.05,13.16,6.3,17.03,0.514,16,105,72.2,171,7.51,100.0,1,0.9947,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1227,AB-REEFER-8227,ColdFleet Express,Punjab Regional Cold Hub,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,27358.24,1330,Cross-Country,41.72,46.1,3.5,5.1,14.47,2.1,28.28,0.344,8,111,72.8,151,8.66,52.78,1,0.9809,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-1228,AB-REEFER-8228,ThermoHaul Freight,Punjab Regional Cold Hub,Kolkata Eastern Terminal,Pharma Biologics & Vaccines,201137.86,402,Mid Haul,36.64,42.7,4.0,5.08,9.95,7.6,7.0,0.918,3,31,78.1,96,6.93,49.49,0,0.1754,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1229,AB-REEFER-8229,ThermoHaul Freight,Gujarat BioPharma Park,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,25496.34,1333,Cross-Country,39.59,44.59,3.5,4.64,7.21,3.6,20.73,0.57,1,8,94.2,0,5.62,10.43,0,0.0014,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1230,AB-REEFER-8230,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,23958.1,395,Mid Haul,33.1,39.85,3.5,5.09,10.36,1.1,9.52,0.271,5,47,73.5,78,7.09,30.82,0,0.0375,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1231,AB-REEFER-8231,ColdFleet Express,Gujarat BioPharma Park,Goa Coastal Transit Hub,Fresh Dairy & Perishables,24331.49,400,Mid Haul,41.7,46.79,2.5,5.01,8.06,7.9,9.73,0.626,3,20,63.6,54,6.17,11.84,0,0.006,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1232,AB-REEFER-8232,ThermoHaul Freight,Haryana Bottling Facility,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,44655.62,352,Mid Haul,29.43,36.82,3.5,4.49,7.98,0.9,7.18,0.815,2,19,90.4,0,5.82,8.67,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1233,AB-REEFER-8233,ArcticLogistics Global,Gujarat BioPharma Park,Hyderabad Metro Depot,Frozen Foods & Confectionery,25116.88,112,Short Haul,29.86,32.67,-20.0,-18.96,-16.09,1.9,3.04,0.288,3,28,81.9,0,-17.87,4.91,0,0.0015,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1234,AB-REEFER-8234,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,49795.02,411,Mid Haul,26.52,31.33,3.5,5.57,17.77,3.0,8.51,0.457,16,189,77.8,196,10.21,100.0,1,0.9703,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-1235,AB-REEFER-8235,ThermoHaul Freight,AB InBev Brewery - Bengaluru Hub,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,267138.08,982,Long Haul,35.62,38.84,4.0,6.52,12.18,7.7,21.15,0.469,5,60,78.5,185,8.67,100.0,1,0.8327,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1236,AB-REEFER-8236,ThermoHaul Freight,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Fresh Dairy & Perishables,19844.24,560,Mid Haul,39.33,42.05,2.5,4.42,6.74,3.0,10.46,0.516,1,8,82.0,99,5.3,44.89,0,0.0203,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1237,AB-REEFER-8237,ArcticLogistics Global,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,31910.73,272,Short Haul,29.7,36.64,3.5,4.61,7.75,0.9,6.32,0.55,1,13,63.7,0,5.8,18.49,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1238,AB-REEFER-8238,ColdFleet Express,Haryana Bottling Facility,Mumbai Urban Distribution Center,Fresh Dairy & Perishables,32083.71,858,Long Haul,38.08,41.72,2.5,5.24,9.19,7.6,18.21,0.82,5,49,69.0,70,6.74,49.54,0,0.1676,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1239,AB-REEFER-8239,PolarTrans Logistics,Haryana Bottling Facility,Goa Coastal Transit Hub,Fresh Dairy & Perishables,15683.3,991,Long Haul,30.25,34.98,2.5,3.33,6.38,6.2,23.89,0.253,5,31,75.7,20,4.49,10.27,0,0.003,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1240,AB-REEFER-8240,ColdFleet Express,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Frozen Foods & Confectionery,36798.62,547,Mid Haul,39.35,43.37,-20.0,-17.28,-13.12,4.3,7.67,0.865,5,49,70.1,32,-15.7,15.38,0,0.0032,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1241,AB-REEFER-8241,ThermoHaul Freight,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pharma Biologics & Vaccines,274646.64,887,Long Haul,31.74,36.27,4.0,6.11,12.26,7.7,16.73,0.88,16,73,92.4,78,8.45,100.0,1,0.923,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1242,AB-REEFER-8242,ArcticLogistics Global,AB InBev Brewery - Bengaluru Hub,Delhi NCR Mega Fulfillment,Frozen Foods & Confectionery,40337.91,192,Short Haul,40.44,45.66,-20.0,-20.06,-17.94,5.1,3.15,0.351,1,8,86.9,0,-19.25,7.1,0,0.0014,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1243,AB-REEFER-8243,ArcticLogistics Global,Punjab Regional Cold Hub,Hyderabad Metro Depot,Pasteurized Keg Beer / Premium Lager,47955.07,285,Short Haul,32.88,38.29,3.5,5.15,9.8,6.6,7.14,0.934,12,48,80.3,42,6.92,34.29,0,0.002,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1244,AB-REEFER-8244,ColdFleet Express,AB InBev Brewery - Bengaluru Hub,Kolkata Eastern Terminal,Pharma Biologics & Vaccines,275767.47,260,Short Haul,38.65,43.6,4.0,5.85,14.6,1.2,5.39,0.327,8,93,83.0,138,9.18,100.0,1,0.9826,Critical Risk (Immediate Action),CRITICAL: Quash for Biologics Potency & Cold-Chain Excursion Audit; Do Not Release to Cold-Room
SHP-1245,AB-REEFER-8245,ThermoHaul Freight,AB InBev Brewery - Bengaluru Hub,Hyderabad Metro Depot,Fresh Dairy & Perishables,20737.35,1225,Cross-Country,35.58,39.29,2.5,4.22,8.13,4.4,24.21,0.541,1,10,76.8,71,5.71,46.06,0,0.0681,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1246,AB-REEFER-8246,ArcticLogistics Global,Haryana Bottling Facility,Kolkata Eastern Terminal,Fresh Dairy & Perishables,23353.12,276,Short Haul,31.54,37.4,2.5,4.73,9.35,8.1,5.38,0.684,2,26,65.8,138,6.49,45.32,0,0.5641,Moderate Risk (Monitor),WARNING: Schedule Reefer Compressor Inspection & Door Seal Re-calibration at Hub
SHP-1247,AB-REEFER-8247,ColdFleet Express,Punjab Regional Cold Hub,Kolkata Eastern Terminal,Frozen Foods & Confectionery,16595.46,853,Long Haul,41.34,45.56,-20.0,-18.16,-14.82,2.0,15.67,0.247,5,23,66.3,0,-16.89,12.79,0,0.0016,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1248,AB-REEFER-8248,ColdFleet Express,Punjab Regional Cold Hub,Goa Coastal Transit Hub,Pasteurized Keg Beer / Premium Lager,51427.53,917,Long Haul,40.91,47.09,3.5,5.85,13.06,6.1,16.44,0.622,12,101,83.3,125,8.59,59.53,1,0.9618,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
SHP-1249,AB-REEFER-8249,PolarTrans Logistics,Gujarat BioPharma Park,Kolkata Eastern Terminal,Fresh Dairy & Perishables,24095.72,600,Mid Haul,40.35,44.35,2.5,3.89,10.49,2.0,10.88,0.586,8,80,72.2,127,6.4,98.33,1,0.9905,Critical Risk (Immediate Action),CRITICAL: High Quality Degradation Detected; Expedite Destination QA Inspection
SHP-1250,AB-REEFER-8250,PolarTrans Logistics,Maharashtra Distribution Center,Kolkata Eastern Terminal,Pasteurized Keg Beer / Premium Lager,27262.34,613,Mid Haul,28.26,31.39,3.5,6.16,9.7,4.1,10.28,0.934,3,18,71.5,43,7.51,31.26,0,0.0039,Low Risk (Safe),OPTIMAL: Thermal Profile Compliant; Clear for Immediate Inbound Put-away
SHP-1251,AB-REEFER-8251,ThermoHaul Freight,Punjab Regional Cold Hub,Mumbai Urban Distribution Center,Pasteurized Keg Beer / Premium Lager,48922.21,793,Long Haul,31.32,38.54,3.5,5.14,16.25,0.6,14.31,0.277,12,141,92.2,150,9.36,93.89,1,0.9857,Critical Risk (Immediate Action),CRITICAL: Inspect for Flavour Skunking & Colloidal Haze at Inbound Gate; Reroute to Priority Cross-Dock
